"","colour_subject","rt","stimulus","keypress","word","color","block","blocknum","wordtype","trialtype","trialindex","timeelapsed","internalnodeid","keypressed","participantresponse","correctresponse"
"7695","Subject332","539","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","69","297872","101030","edm","paicipantresponseblue","correct"
"7696","Subject333","441","success","67","success","colorred","test","num2","typepositive","singlestim","69","225853","101030","edc","paicipantresponsered","correct"
"7697","Subject1","662","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","71","274411","101050","edm","paicipantresponseblue","correct"
"7698","Subject2","615","happy","77","happy","colorblue","test","num2","typepositive","singlestim","71","223171","101050","edm","paicipantresponseblue","correct"
"7699","Subject3","437","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","71","551893","101050","edm","paicipantresponseblue","correct"
"7700","Subject4","880","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","71","242892","101050","edm","paicipantresponseblue","correct"
"7701","Subject5","850","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","71","223750","101050","edm","paicipantresponseblue","correct"
"7702","Subject6","410","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","71","298580","101050","edc","paicipantresponsered","correct"
"7703","Subject7","1005","engine","67","engine","colorred","test","num2","typeneutral","singlestim","71","228740","101050","edc","paicipantresponsered","correct"
"7704","Subject8","439","paper","67","paper","colorred","test","num2","typeneutral","singlestim","71","205288","101050","edc","paicipantresponsered","correct"
"7705","Subject9","372","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","71","219941","101050","edm","paicipantresponseblue","correct"
"7706","Subject10","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","71","246650","101050","edm","paicipantresponseblue","correct","487"
"7707","Subject11","510","alone","67","alone","colorred","test","num2","typenegative","singlestim","71","294918","101050","edc","paicipantresponsered","correct"
"7708","Subject13","562","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","71","246149","101050","edm","paicipantresponseblue","correct"
"7709","Subject14","362","happy","67","happy","colorred","test","num2","typepositive","singlestim","71","244910","101050","edc","paicipantresponsered","correct"
"7710","Subject15","332","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","71","241268","101050","edm","paicipantresponseblue","correct"
"7711","Subject16","467","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","71","212285","101050","edm","paicipantresponseblue","correct"
"7712","Subject17","604","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","71","301754","101050","edm","paicipantresponseblue","correct"
"7713","Subject18","326","success","77","success","colorblue","test","num2","typepositive","singlestim","71","234019","101050","edm","paicipantresponseblue","correct"
"7714","Subject19","434","success","67","success","colorred","test","num2","typepositive","singlestim","71","253531","101050","edc","paicipantresponsered","correct"
"7715","Subject20","889","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","71","223647","101050","edm","paicipantresponseblue","correct"
"7716","Subject21","430","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","71","220185","101050","edm","paicipantresponseblue","correct"
"7717","Subject22","alone","77","alone","colorblue","test","num2","typenegative","singlestim","71","243538","101050","edm","paicipantresponseblue","correct","274"
"7718","Subject23","419","pleasure","77","pleasure","colorblue","test","num2","typepositive","singlestim","71","179159","101050","edm","paicipantresponseblue","correct"
"7719","Subject24","443","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","71","236383","101050","edm","paicipantresponseblue","correct"
"7720","Subject25","897","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","71","241345","101050","edc","paicipantresponsered","correct"
"7721","Subject26","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","71","1343696","101050","edm","paicipantresponseblue","correct","537"
"7722","Subject27","567","museum","67","museum","colorred","test","num2","typeneutral","singlestim","71","318456","101050","edc","paicipantresponsered","correct"
"7723","Subject28","608","alone","67","alone","colorred","test","num2","typenegative","singlestim","71","212479","101050","edc","paicipantresponsered","correct"
"7724","Subject29","1233","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","71","245578","101050","edm","paicipantresponseblue","correct"
"7725","Subject30","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","71","277950","101050","edm","paicipantresponseblue","correct","302"
"7726","Subject31","424","alone","67","alone","colorred","test","num2","typenegative","singlestim","71","256008","101050","edc","paicipantresponsered","correct"
"7727","Subject32","676","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","71","235921","101050","edm","paicipantresponseblue","correct"
"7728","Subject33","431","paper","67","paper","colorred","test","num2","typeneutral","singlestim","71","227787","101050","edc","paicipantresponsered","correct"
"7729","Subject34","413","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","71","227503","101050","edc","paicipantresponsered","correct"
"7730","Subject35","495","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","71","224542","101050","edc","paicipantresponsered","correct"
"7731","Subject36","467","museum","67","museum","colorred","test","num2","typeneutral","singlestim","71","234079","101050","edc","paicipantresponsered","correct"
"7732","Subject37","67","success","colorred","test","num2","typepositive","singlestim","71","245168","101050","edc","paicipantresponsered","correct","820","rejected"
"7733","Subject38","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","71","244937","101050","edm","paicipantresponseblue","correct","387"
"7734","Subject39","602","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","71","224107","101050","edc","paicipantresponsered","correct"
"7735","Subject40","420","paper","67","paper","colorred","test","num2","typeneutral","singlestim","71","221748","101050","edc","paicipantresponsered","correct"
"7736","Subject41","engine","67","engine","colorred","test","num2","typeneutral","singlestim","71","243513","101050","edc","paicipantresponsered","correct","719"
"7737","Subject42","307","dead","67","dead","colorred","test","num2","typesuicide","singlestim","71","224696","101050","edc","paicipantresponsered","correct"
"7738","Subject43","436","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","71","244325","101050","edm","paicipantresponseblue","correct"
"7739","Subject44","400","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","71","223093","101050","edc","paicipantresponsered","correct"
"7740","Subject45","665","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","71","231970","101050","edc","paicipantresponsered","correct"
"7741","Subject46","404","happy","77","happy","colorblue","test","num2","typepositive","singlestim","71","260957","101050","edm","paicipantresponseblue","correct"
"7742","Subject47","398","engine","67","engine","colorred","test","num2","typeneutral","singlestim","71","226927","101050","edc","paicipantresponsered","correct"
"7743","Subject48","1","alone","1","alone","colorred","test","num2","typenegative","singlestim","71","227962","101050","ed","incorrect","658"
"7744","Subject49","339","engine","67","engine","colorred","test","num2","typeneutral","singlestim","71","248910","101050","edc","paicipantresponsered","correct"
"7745","Subject50","762","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","71","303827","101050","edm","paicipantresponseblue","correct"
"7746","Subject51","success","77","success","colorblue","test","num2","typepositive","singlestim","71","216212","101050","edm","paicipantresponseblue","correct","565"
"7747","Subject52","788","alone","67","alone","colorred","test","num2","typenegative","singlestim","71","268472","101050","edc","paicipantresponsered","correct"
"7748","Subject55","327","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","71","239477","101050","edc","paicipantresponsered","correct"
"7749","Subject56","331","museum","67","museum","colorred","test","num2","typeneutral","singlestim","71","229996","101050","edc","paicipantresponsered","correct"
"7750","Subject57","699","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","71","7975196","101050","edc","paicipantresponsered","correct"
"7751","Subject58","suicide","77","suicide","colorblue","test","num2","typesuicide","singlestim","71","264344","101050","edm","paicipantresponseblue","correct","630"
