esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2
370,29,1,1,2012,Chiu,Community,China,Adult,Cross-sectional,,263 is total N; the 87 is for people above 65,263,NA,60.7,47.9,SuicGrp,SuicGrp,yes,,SI,Lifetime SI ("seriously"),no measure,Self-report,Categorical,Insomnia,Insomnia,Insomnia,no measure,Self-report,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.4,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,31,3,1,2018,Chu,Community,USA,Adult,Cross-sectional,,,331,NA,35.7,58.6,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Sleep problems,Sleep disturbance,Sleep disturbance,PHQ-9,Self-report,Continuous,no,331,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,31,3,2,2018,Chu,Sub-sample: Community (Sexual Minority),USA,Adult,Cross-sectional,,,245,NA,NA,NA,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Sleep problems,Sleep disturbance,Sleep disturbance,PHQ-9,Self-report,Continuous,no,245,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,31,3,3,2018,Chu,Sub-sample: Community (Gender + Sexual Minority),USA,Adult,Cross-sectional,,,80,NA,NA,NA,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Sleep problems,Sleep disturbance,Sleep disturbance,PHQ-9,Self-report,Continuous,no,80,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,34,1,1,2014,Cole,Clinical (SD Only),USA,Adult,Cross-sectional,,,4379,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Poor sleep quality,Sleep quality ,Sleep quality ,Unknown,Informant Report,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,43.8,NA,NA,NA,NA,NA,NA,NA,NA,4162,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,44,1,1,2014,Dobscha,Military,USA,Adult,Cross-sectional,,,783,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Sleep disturbance,Sleep disturbance,Sleep disturbance,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,NA,45.6,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,52,3,1,2014,Franic,Community,Croatia,Adolescent,Cross-sectional,,,791,NA,NA,NA,SuicGrp,SuicGrp,yes,comparig to no SP,SI,SI,no measure,Self-report,Categorical,Sleep problems (1-2),Sleep disturbance,Sleep disturbance,unior Eysenck Personality Questionnaire  Child Depression Inventory,Self-report,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,1.46,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,52,3,2,2014,Franic,Community,Croatia,Adolescent,Cross-sectional,,,791,NA,NA,NA,SuicGrp,SuicGrp,yes,comparig to no SP,SI,SI,no measure,Self-report,Categorical,Sleep problems (3-4),Sleep disturbance,Sleep disturbance,unior Eysenck Personality Questionnaire  Child Depression Inventory,Self-report,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16,6.16,28.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,52,3,3,2014,Franic,Community,Croatia,Adolescent,Cross-sectional,,,791,NA,NA,NA,SuicGrp,SuicGrp,yes,comparing across the three groups,SI,SI,no measure,Self-report,Categorical,Comparing across (all types of sleep problems),Sleep disturbance,Sleep disturbance,unior Eysenck Personality Questionnaire  Child Depression Inventory,Self-report,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,53,5,1,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,NA,NA,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty initiating sleep,Difficulty initiating sleep,Insomnia,No measure ,Self-report,Categorical,no,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,0.6,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,53,5,2,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,NA,NA,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty maintaining sleep,Difficulty maintaining sleep,Insomnia,No measure ,Self-report,Categorical,no,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,1.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,53,5,3,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,NA,NA,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Early final awaking,Early morning awakening,Insomnia,No measure ,Self-report,Categorical,no,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,0.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,53,5,4,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,NA,NA,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Nonrestorative sleep,Nonrestorative sleep,Nonrestorative sleep,no measure,Self-report,Categorical,no,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.5,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,53,5,5,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,NA,NA,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty maintaining sleep (multivariate),Insomnia,Insomnia,No measure ,Self-report,Categorical,yes,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,1.1,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,54,7,1,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,Sleep duration (min),Sleep duration,Sleep duration,no measre,Self-report,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,13621,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,54,7,2,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,< 5h sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,NA,1.06,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,54,7,3,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,6 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,NA,1.17,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,54,7,4,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,7 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,NA,0.97,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,54,7,5,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,8 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,54,7,6,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,9 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,0.69,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,54,7,7,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,10 or greater hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,0.97,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,60,11,1,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Any sleep disturbance (present episode),Sleep disturbance,Sleep disturbance,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,58,NA,NA,NA,NA,NA,NA,50.7,NA,131,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,60,11,2,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Insomnia  (present episode),Insomnia,Insomnia,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,60,11,3,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Initial Insomnia  (present episode),Difficulty initiating sleep,Insomnia,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,60,11,4,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Middle Insomnia  (present episode),Difficulty maintaining sleep,Insomnia,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,60,11,5,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Terminal Insomnia  (present episode),Early morning awakening,Insomnia,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,60,11,6,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Circadian Reversal  (present episode),Circadian Reversal,Circadian Reversal,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,60,11,7,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Non-restorative sleep  (present episode),Non-restorative Sleep,Non-restorative Sleep,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,60,11,8,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Hypersomnia  (present episode),Hypersomnia,Hypersomnia,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,60,11,9,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Any sleep disturbance (last week),Sleep disturbance,Sleep disturbance,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,60,11,10,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Insomnia (last week),Insomnia,Insomnia,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,60,11,11,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Hypersomnia (last week),Hypersomnia,Hypersomnia,no measure,Medical Record,Categorical,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,71,3,1,2015,Jia,Clinical,China,Adult,Cross-sectional,,,818,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SA,SA,no measure,Medical Record,Categorical,Sleep disturbance (1-2 days),Sleep disturbance,Sleep disturbance,Center for Epidemiologic Studies Depression Scale (CES-D) ,Self-report,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,NA,3.98,NA,1.62,9.74,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,71,3,2,2015,Jia,Clinical,China,Adult,Cross-sectional,,,818,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SA,SA,no measure,Medical Record,Categorical,Sleep disturbance (3-4 days),Sleep disturbance,Sleep disturbance,Center for Epidemiologic Studies Depression Scale (CES-D) ,Self-report,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,NA,3.28,NA,1.12,8.84,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,71,3,3,2015,Jia,Clinical,China,Adult,Cross-sectional,,,818,NA,NA,NA,CaseCtrl,CaseCtrl,no,,SA,SA,no measure,Medical Record,Categorical,Sleep disturbance (5-7 days),Sleep disturbance,Sleep disturbance,Center for Epidemiologic Studies Depression Scale (CES-D) ,Self-report,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,NA,2.41,NA,1.26,4.6,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
