esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2 
383,53,5,5,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,,,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty maintaining sleep (multivariate),Insomnia,Insomnia,No measure ,Self-report,Categorical,yes,48,,,,,,,,,,,2.1,,1.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,54,7,1,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,,,,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,Sleep duration (min),Sleep duration,Sleep duration,no measre,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,2038,456,,,,,,,,,,7.77,13621,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,54,7,2,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,,,,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,< 5h sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,,,,,,,,,,,,,,,,,,,,,,,1.48,,1.06,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,54,7,3,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,,,,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,6 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,,,,,,,,,,,,,,,,,,,,,,,1.44,,1.17,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,54,7,4,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,,,,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,7 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,,,,,,,,,,,,,,,,,,,,,,,1.17,,0.97,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,54,7,5,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,,,,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,8 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,54,7,6,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,,,,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,9 hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,,,,,,,,,,,,,,,,,,,,,,,0.88,,0.69,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,54,7,7,2010,Gangwisch,Community,USA,Adolescent,Cross-sectional,,,15659,,,,CaseCtrl,CaseCtrl,no,,SI,SI,centers for epidemiologic study-depression scale (ces-d) ,Self-report,Categorical,10 or greater hr sleep duration,Sleep duration,Sleep duration,no measre,Self-report,Continuous,yes,,,,,,,,,,,,,,,,,,,,,,,,1.22,,0.97,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,60,11,1,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Any sleep disturbance (present episode),Sleep disturbance,Sleep disturbance,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,58,,,,,,,50.7,,131,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,60,11,2,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Insomnia  (present episode),Insomnia,Insomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,31,,,,,,,,,131,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,60,11,3,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Initial Insomnia  (present episode),Difficulty initiating sleep,Insomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,23,,,,,,,,,131,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,60,11,4,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Middle Insomnia  (present episode),Difficulty maintaining sleep,Insomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,8,,,,,,,,,131,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,60,11,5,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Terminal Insomnia  (present episode),Early morning awakening,Insomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,0,,,,,,,,,131,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,60,11,6,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Circadian Reversal  (present episode),Circadian Reversal,Circadian Reversal,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,4,,,,,,,,,131,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,60,11,7,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Non-restorative sleep  (present episode),Non-restorative Sleep,Non-restorative Sleep,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,10,,,,,,,,,131,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,60,11,8,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Hypersomnia  (present episode),Hypersomnia,Hypersomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,16,,,,,,,,,131,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,60,11,9,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Any sleep disturbance (last week),Sleep disturbance,Sleep disturbance,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,31,,,,,,,,,131,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,60,11,10,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Insomnia (last week),Insomnia,Insomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,30,,,,,,,,,131,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,60,11,11,2008,Goldstein,Community,USA,Adolescent,Psychological Autopsy,,,271,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Hypersomnia (last week),Hypersomnia,Hypersomnia,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,140,,,15,,,,,,,,,131,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,71,3,1,2015,Jia,Clinical,China,Adult,Cross-sectional,,,818,,,,CaseCtrl,CaseCtrl,no,,SA,SA,no measure,Medical Record,Categorical,Sleep disturbance (1-2 days),Sleep disturbance,Sleep disturbance,Center for Epidemiologic Studies Depression Scale (CES-D) ,Self-report,Categorical,yes,,,,,,,,,,,,,,,,,,409,,,,,,3.98,,1.62,9.74,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,71,3,2,2015,Jia,Clinical,China,Adult,Cross-sectional,,,818,,,,CaseCtrl,CaseCtrl,no,,SA,SA,no measure,Medical Record,Categorical,Sleep disturbance (3-4 days),Sleep disturbance,Sleep disturbance,Center for Epidemiologic Studies Depression Scale (CES-D) ,Self-report,Categorical,yes,,,,,,,,,,,,,,,,,,409,,,,,,3.28,,1.12,8.84,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,71,3,3,2015,Jia,Clinical,China,Adult,Cross-sectional,,,818,,,,CaseCtrl,CaseCtrl,no,,SA,SA,no measure,Medical Record,Categorical,Sleep disturbance (5-7 days),Sleep disturbance,Sleep disturbance,Center for Epidemiologic Studies Depression Scale (CES-D) ,Self-report,Categorical,yes,,,,,,,,,,,,,,,,,,409,,,,,,2.41,,1.26,4.6,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,73,2,1,2014,Kaplan,Clinical,USA,Adolescent,Cross-sectional,,,50,,15.1,64,SuicGrp,SuicGrp,yes,,SI,SI,Suicide Ideation Questionnaire Jr,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,73,2,2,2014,Kaplan,Clinical,USA,Adolescent,Cross-sectional,,,50,,15.1,64,SuicGrp,SuicGrp,yes,,SI,SI,Suicide Ideation Questionnaire Jr,Self-report,Continuous,Sleep-wake problems (lower score=more disturbed sleep),Sleep disturbance,Sleep disturbance,Adolescent Sleep Wake Scale,Self-report,Continuous,no,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,74,1,1,2014,Kato,Community,Japan,Adults,Cross-sectional,,,343,,43.37,44.8,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,The Suicide Behaviors Questionnaire- Revised (SBQ-R) ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,Sleep Difficulty Scale,Self-report,Continuous,no,,,,,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,76,1,1,2016,Kay,Community,USA,Adults,Cross-sectional,,,135,,66,,SAvsSIvsCtrl,CaseCtrlOthergrp,no,comparing 3 groups: Case=SA; Ctrl=MDD; Other grp=SI,SI,SI,Clinical Interview for DSM-IV Axis I Disorders - Patient Edition,Interview,Categorical,Insomnia,Insomnia,Insomnia,HAM-D,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,72,3.49,1.82,,,,,,,,,,35,2.34,1.71,,,,,,,,,28,2.32,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,81,2,1,2012,Klimkiewicz,Clinical,USA,Adults,Cross-sectional,,,282,,,,CaseCtrl,CaseCtrl,no,,SI,SI,"BDI-ii, item 9",Self-report,Continuous,Insomnia,Insomnia,Insomnia,Athens Insomnia Scale,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,67,11.1,6.1,,,,,,,,,,215,7.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,81,2,2,2012,Klimkiewicz,Clinical,USA,Adults,Cross-sectional,,,282,,,,CaseCtrl,CaseCtrl,no,,SI,SI,"BDI-ii, item 9",Self-report,Continuous,Sleep problems/disorders,Sleep disturbance,Sleep disturbance,Sleep Disordres Questionnaire,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,67,15.4,7.6,,,,,,,,,,215,11.1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,84,15,1,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Sleep duration: school (parent report),Sleep duration,Sleep duration,No measure,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,8.04,1.25,,,,,,,,,,40,8.03,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,84,15,2,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Sleep duration: weekend (parent report),Sleep duration,Sleep duration,No measure,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,10.23,1.64,,,,,,,,,,40,10.13,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,84,15,3,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Sleep duration: school (child report),Sleep duration,Sleep duration,No measure,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,40,7.78,1.51,,,,,,,,,,40,7.75,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,84,15,4,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Sleep duration: weekend (child report),Sleep duration,Sleep duration,No measure,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,40,9.46,2.33,,,,,,,,,,40,9.56,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,84,15,5,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Total Sleep Score (parent0,Total sleep time,Total sleep time,BEARS Sleep Screening Questionnaire,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,2.54,0.85,,,,,,,,,,40,2,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,84,15,6,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Total Sleep Score (child),Total sleep time,Total sleep time,BEARS Sleep Screening Questionnaire,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,40,2.85,1.59,,,,,,,,,,40,2.03,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,84,15,7,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Nightmares (parent report),Nightmares,Nightmares,CBCL,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,35,,,,,,,,,40,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,84,15,8,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Problems falling asleep (Par report),Insomnia,Insomnia,BEARS Sleep Screening Questionnaire,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,68.4,,,,,,,,,40,,,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,84,15,9,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Wakes up a lot at night (Par report),Sleep disturbance,Sleep disturbance,BEARS Sleep Screening Questionnaire,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,47.1,,,,,,,,,40,,,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,84,15,10,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Trouble getting back to sleep (Par report),Sleep disturbance,Sleep disturbance,BEARS Sleep Screening Questionnaire,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,30.3,,,,,,,,,40,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,84,15,11,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Trouble waking up in the morning (Par report),Trouble waking,Trouble waking,BEARS Sleep Screening Questionnaire,Parent report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,52.5,,,,,,,,,40,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,84,15,12,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Problems falling asleep (Child report),Insomnia,Insomnia,BEARS Sleep Screening Questionnaire,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,57.9,,,,,,,,,40,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,84,15,13,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Wakes up a lot at night (Child report),Night awakenings,Night awakenings,BEARS Sleep Screening Questionnaire,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,53.8,,,,,,,,,40,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,84,15,14,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Trouble getting back to sleep (child report),Sleep disturbance,Sleep disturbance,BEARS Sleep Screening Questionnaire,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,51.4,,,,,,,,,40,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,84,15,15,2015,Koyawala,Clinical,USA,Adolescent,Cross-sectional,,,80,,,75,CaseCtrl,CaseCtrl,no,,SA,SA,Columbia University Suicide History Form,Self-report,Categorical,Trouble waking up in the morning (Child report),Trouble waking,Trouble waking,BEARS Sleep Screening Questionnaire,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,40,,,62.2,,,,,,,,,40,,,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,86,11,1,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,8.48,5.7,,,,,,,,,,1373,14.51,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,86,11,2,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Total awakenings per might,Night awakenings,Night awakenings,Sleep Medicine History,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,3.62,2.85,,,,,,,,,,1373,3.15,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,86,11,3,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Trouble returning to sleep (yes),Trouble getting back to sleep,Trouble getting back to sleep,Sleep Medicine History,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,211,,,63.2,,,,,,,,,1373,,,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,86,11,4,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Sleep onset latency (min),Sleep onset latency,Sleep onset latency,Sleep Medicine History,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,75.26,132,,,,,,,,,,1373,45.49,146.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,86,11,5,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Total time in bed (hr),Time in bed,Time in bed,Sleep Medicine History,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,8.22,2.13,,,,,,,,,,1373,7.72,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,86,11,6,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Wake after sleep onset (min),Wake after sleep onset,Wake after sleep onset,Sleep Medicine History,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,109.14,139.08,,,,,,,,,,1373,74.87,124.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,86,11,7,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Sleep efficiency (%),Sleep efficiency,Sleep efficiency,Sleep Medicine History,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,74.04,23.29,,,,,,,,,,1373,82.65,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,86,11,8,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Nightamres disrupt sleep (yes),Nightmares,Nightmares,DDNSI,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,211,,,34.6,,,,,,,,,1373,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,86,11,9,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Nightmares (total score),Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,7.12,8.26,,,,,,,,,,1373,3.32,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,86,11,10,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,REM behavior disorder (yes),REM behavior disorder,REM behavior disorder,Sleep Medicine History,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,211,,,31.1,,,,,,,,,1373,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,86,11,11,2011,Krakow,Clinical,USA,Adult,Cross-sectional,,,1584,,,,CaseCtrl,CaseCtrl,no,,SI,SI,DSI-SS,Self-report,Categorical,Disruptive noises/scream durign sleep (yes),Disruptive noises during sleep,Disruptive noises during sleep,,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,211,,,42.2,,,,,,,,,1373,,,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,87,8,1,2014,Lai,Clinical,USA,Adult,Cross-sectional,,,520,,,,SuicGrp,SuicGrp,yes,compared to good quality,SI,SI,CIDI,Interview,Categorical,Poor sleep quality (PSQI),Sleep quality ,Sleep quality ,PSQI,Self-report,Categorical,yes,,,,,,,,,,,,,2.84,1.82,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,87,8,2,2014,Lai,Clinical,USA,Adult,Cross-sectional,,,520,,,,SuicGrp,SuicGrp,yes,compared to no nightmare,SI,SI,CIDI,Interview,Categorical,<1 wk/ Nightmare,Nightmares,Nightmares,Unknown,Self-report,Categorical,yes,,,,,,,,,,,,,1.3,0.79,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,87,8,3,2014,Lai,Clinical,USA,Adult,Cross-sectional,,,520,,,,SuicGrp,SuicGrp,yes,compared to no nightmare,SI,SI,CIDI,Interview,Categorical,1-2 Nightmares per week,Nightmares,Nightmares,Unknown,Self-report,Categorical,yes,,,,,,,,,,,,,2.15,1.14,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,87,8,4,2014,Lai,Clinical,USA,Adult,Cross-sectional,,,520,,,,SuicGrp,SuicGrp,yes,compared to no nightmare,SI,SI,CIDI,Interview,Categorical,> 3 nightmares per week,Nightmares,Nightmares,Unknown,Self-report,Categorical,yes,,,,,,,,,,,,,2.88,1.64,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
